,country_of_origin,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,total_cup_points,moisture,category_one_defects,category_two_defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,processing_method_Other,processing_method_Pulped natural / honey,processing_method_Semi-washed / Semi-pulped,processing_method_Washed / Wet,region
323,Guatemala,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,83.67,0.1,0,0,1356.6648,1356.6648,1356.6648,0,0,0,1,central_america_carib
324,Colombia,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67,0.0,0,3,1750.0,1750.0,1750.0,0,0,0,1,south_america
325,Colombia,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67,0.0,0,1,1800.0,2000.0,1900.0,0,0,0,1,south_america
326,Guatemala,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,83.67,0.12,1,3,1310.64,1310.64,1310.64,0,0,0,1,central_america_carib
327,Guatemala,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67,0.11,0,2,1310.64,1310.64,1310.64,0,0,0,1,central_america_carib
328,Colombia,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67,0.11,0,1,1750.0,1750.0,1750.0,0,0,0,1,south_america
329,Guatemala,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,83.67,0.11,0,1,1450.0,1450.0,1450.0,0,0,0,0,central_america_carib
330,Guatemala,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67,0.11,0,13,1310.64,1310.64,1310.64,0,0,0,1,central_america_carib
331,Mexico,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,83.67,0.12,4,11,1100.0,1100.0,1100.0,0,0,0,1,north_america
332,Indonesia,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,0.12,0,0,1200.0,1600.0,1400.0,0,0,0,1,southeast_asia
333,Guatemala,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.1,0,0,1524.0,1524.0,1524.0,0,0,0,1,central_america_carib
335,Brazil,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58,0.11,0,5,890.0,890.0,890.0,0,0,0,0,south_america
336,Guatemala,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58,0.11,0,0,1128.3696,1128.3696,1128.3696,0,0,0,1,central_america_carib
338,China,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.1,0,4,1100.0,1100.0,1100.0,0,0,0,1,asia
339,Colombia,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58,0.12,0,3,1600.0,1950.0,1775.0,0,0,0,1,south_america
340,Mexico,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.12,1,13,1200.0,1200.0,1200.0,0,0,0,1,north_america
341,Ethiopia,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.0,0,7,1700.0,2000.0,1850.0,0,0,0,1,africa
342,Uganda,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0.12,0,5,1800.0,1800.0,1800.0,0,0,0,1,africa
343,Colombia,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58,0.0,0,0,1600.0,1600.0,1600.0,0,0,0,0,south_america
344,Colombia,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58,0.12,0,1,1550.0,1550.0,1550.0,0,0,0,1,south_america
345,Colombia,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58,0.0,0,0,1550.0,1550.0,1550.0,0,0,0,1,south_america
346,Taiwan,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58,0.11,0,0,1000.0,1000.0,1000.0,1,0,0,0,asia
347,Colombia,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58,0.11,0,3,1600.0,1950.0,1775.0,0,0,0,1,south_america
348,Mexico,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.12,0,2,1000.0,1000.0,1000.0,0,0,0,1,north_america
349,Colombia,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.11,0,4,2136.0,2136.0,2136.0,0,0,0,0,south_america
350,Brazil,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,0,2,1100.0,1100.0,1100.0,0,0,1,0,south_america
351,Colombia,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5,0.0,0,5,1799.0,1799.0,1799.0,0,0,0,1,south_america
353,Costa Rica,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0.0,0,0,1850.0,1850.0,1850.0,0,0,0,1,central_america_carib
354,Colombia,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,0.0,0,0,1000.0,1000.0,1000.0,0,0,0,0,south_america
355,Guatemala,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,0.1,0,5,1219.2,1219.2,1219.2,0,0,0,1,central_america_carib
356,Colombia,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,0.12,0,4,1600.0,1950.0,1775.0,0,0,0,1,south_america
357,"Tanzania, United Republic Of",7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,0,21,1400.0,1400.0,1400.0,0,0,0,1,africa
358,Indonesia,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0.13,0,8,1500.0,1500.0,1500.0,0,0,1,0,southeast_asia
359,Ethiopia,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,0.1,1,18,1600.0,1600.0,1600.0,0,0,0,0,africa
361,Colombia,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,0.11,0,0,1850.0,1850.0,1850.0,0,0,0,1,south_america
362,Guatemala,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,0.1,0,0,1400.0,1400.0,1400.0,0,0,0,1,central_america_carib
363,Colombia,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,0.0,2,0,1650.0,1650.0,1650.0,0,0,0,1,south_america
364,Honduras,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,0,3,1350.0,1350.0,1350.0,0,0,0,0,central_america_carib
365,Colombia,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,0.0,1,1,1750.0,1750.0,1750.0,0,0,0,1,south_america
366,Colombia,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,0.11,0,2,1750.0,1750.0,1750.0,0,0,0,1,south_america
367,Mexico,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,0.13,0,14,1170.0,1170.0,1170.0,0,0,0,0,north_america
368,Mexico,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,0.11,0,12,940.0,940.0,940.0,0,0,1,0,north_america
369,Mexico,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,0.12,0,0,1400.0,1400.0,1400.0,0,0,0,1,north_america
370,Guatemala,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5,0.1,0,5,1524.0,1524.0,1524.0,0,0,0,1,central_america_carib
371,Colombia,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5,0.11,0,0,1600.0,1950.0,1775.0,0,0,0,1,south_america
372,Guatemala,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5,0.0,3,12,1402.08,1402.08,1402.08,0,0,0,1,central_america_carib
375,Colombia,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,0.0,0,1,439.0,439.0,439.0,0,0,0,1,south_america
376,Guatemala,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.1,0,3,1700.0,1700.0,1700.0,0,0,0,1,central_america_carib
377,Colombia,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,0.11,0,2,442.0,442.0,442.0,0,0,0,1,south_america
378,Costa Rica,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,0,4,1850.0,1850.0,1850.0,0,0,0,1,central_america_carib
380,Uganda,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,0,1,1800.0,1800.0,1800.0,0,0,0,1,africa
381,Thailand,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,0,0,1200.0,1200.0,1200.0,0,0,0,1,southeast_asia
382,El Salvador,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,0,0,1330.0,1330.0,1330.0,0,0,0,1,central_america_carib
383,Colombia,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.12,4,0,442.0,442.0,442.0,0,0,0,0,south_america
385,"Tanzania, United Republic Of",7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,0,4,1600.0,1600.0,1600.0,0,0,0,1,africa
386,Colombia,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,0,1,1813.0,1813.0,1813.0,0,0,0,1,south_america
387,Guatemala,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,0,1,1219.2,1219.2,1219.2,0,0,0,0,central_america_carib
388,Guatemala,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,0,2,1500.0,1500.0,1500.0,0,0,0,1,central_america_carib
389,Guatemala,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,0,0,1310.64,1310.64,1310.64,0,0,0,1,central_america_carib
392,Colombia,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,0,2,1450.0,1450.0,1450.0,0,0,0,1,south_america
397,Colombia,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.0,0,0,1650.0,1650.0,1650.0,0,0,0,1,south_america
400,Brazil,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,1,5,1227.0,1227.0,1227.0,0,0,1,0,south_america
401,Mexico,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,2,1200.0,1200.0,1200.0,0,0,0,1,north_america
402,Colombia,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,0,1,1650.0,1650.0,1650.0,0,0,0,1,south_america
403,"Tanzania, United Republic Of",7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,6,1700.0,1700.0,1700.0,0,0,1,0,africa
404,Mexico,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,0,0,1100.0,1100.0,1100.0,0,0,0,1,north_america
405,Costa Rica,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0,3,1300.0,1300.0,1300.0,0,0,0,1,central_america_carib
407,Costa Rica,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0,3,1100.0,1300.0,1200.0,0,0,0,1,central_america_carib
409,Haiti,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0,4,1280.16,1280.16,1280.16,0,0,0,1,central_america_carib
410,Colombia,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,0,1,1000.0,1000.0,1000.0,0,0,0,0,south_america
411,Guatemala,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,0,3,1310.64,1310.64,1310.64,0,0,0,1,central_america_carib
413,Burundi,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0.0,0,5,1880.0,1880.0,1880.0,0,0,0,1,africa
414,Colombia,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.0,0,1,1750.0,1750.0,1750.0,0,0,0,1,south_america
417,Mexico,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,0,0,1600.0,1600.0,1600.0,0,0,0,1,north_america
418,Costa Rica,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0,1900.0,1900.0,1900.0,0,1,0,0,central_america_carib
420,Guatemala,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,7,2100.0,2100.0,2100.0,0,0,0,1,central_america_carib
423,Colombia,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0.0,0,2,442.0,442.0,442.0,0,0,0,0,south_america
424,Mexico,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0.12,0,2,1261.0,1261.0,1261.0,0,0,0,0,north_america
425,Taiwan,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,0,0,1000.0,1000.0,1000.0,0,0,0,1,asia
426,Taiwan,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,0,0,800.0,800.0,800.0,0,0,0,1,asia
427,Colombia,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0.0,0,0,1483.0,1483.0,1483.0,0,0,0,0,south_america
428,Guatemala,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.1,0,1,1500.0,1500.0,1500.0,0,0,0,1,central_america_carib
429,Colombia,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,1,1750.0,1750.0,1750.0,0,0,0,1,south_america
430,Mexico,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0.12,0,6,1300.0,1300.0,1300.0,0,0,0,1,north_america
432,Mexico,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,0,0,1000.0,1000.0,1000.0,0,0,0,1,north_america
433,Guatemala,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,0,9,1310.64,1310.64,1310.64,0,0,0,1,central_america_carib
434,Brazil,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,0,1,1200.0,1200.0,1200.0,0,0,1,0,south_america
435,Colombia,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,0,1,175.0,175.0,175.0,0,0,0,1,south_america
436,Colombia,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0,1600.0,1950.0,1775.0,0,0,0,1,south_america
440,Brazil,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,0,4,890.0,890.0,890.0,0,0,0,0,south_america
441,Guatemala,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,1,1901.0,1901.0,1901.0,0,0,0,1,central_america_carib
442,"Tanzania, United Republic Of",7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,3,168.0,168.0,168.0,0,0,0,1,africa
444,Vietnam,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17,0.07,0,0,1550.0,1550.0,1550.0,0,0,0,0,southeast_asia
445,Guatemala,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,2,3,1500.0,1500.0,1500.0,0,0,0,1,central_america_carib
446,Honduras,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,1,1450.0,1450.0,1450.0,0,0,0,1,central_america_carib
447,China,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.11,0,0,1200.0,1200.0,1200.0,0,0,0,1,asia
448,China,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,3,1600.0,1600.0,1600.0,0,0,0,1,asia
449,El Salvador,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17,0.0,0,0,1350.0,1350.0,1350.0,0,0,0,1,central_america_carib
450,Guatemala,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,0,1,1500.0,1500.0,1500.0,0,0,0,1,central_america_carib
451,Guatemala,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,83.17,0.12,0,3,1400.0,1900.0,1650.0,0,0,0,1,central_america_carib
452,Kenya,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,1,1.0,500.0,250.5,0,0,0,1,africa
453,Thailand,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,0.12,0,0,800.0,800.0,800.0,0,0,0,1,southeast_asia
454,"Tanzania, United Republic Of",7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,0,6,1653.0,1653.0,1653.0,0,0,0,1,africa
455,Colombia,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.17,0.0,0,4,1600.0,1950.0,1775.0,0,0,0,1,south_america
456,Uganda,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0,1800.0,1800.0,1800.0,0,0,0,1,africa
458,Honduras,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.1,0,5,1450.0,1450.0,1450.0,0,0,0,0,central_america_carib
459,Honduras,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,3,1350.0,1350.0,1350.0,0,0,0,0,central_america_carib
460,Guatemala,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,83.17,0.09,0,1,1524.0,1524.0,1524.0,0,0,0,1,central_america_carib
462,"Tanzania, United Republic Of",7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,1,1800.0,1800.0,1800.0,0,0,0,1,africa
463,Guatemala,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,2,1310.64,1310.64,1310.64,0,0,0,1,central_america_carib
464,Mexico,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,83.17,0.11,0,2,1500.0,1500.0,1500.0,0,0,0,1,north_america
465,Mexico,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.12,3,8,532.0,532.0,532.0,0,0,0,1,north_america
466,Mexico,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.17,0.14,0,10,1089.0,1089.0,1089.0,0,0,0,1,north_america
467,Colombia,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,83.17,0.11,1,2,1600.0,1950.0,1775.0,0,0,0,1,south_america
468,Mexico,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.13,0,5,700.0,700.0,700.0,0,0,0,1,north_america
469,Colombia,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0,1750.0,1750.0,1750.0,0,0,0,1,south_america
470,Mexico,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,83.17,0.11,0,5,1380.0,1380.0,1380.0,0,0,0,1,north_america
471,Brazil,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17,0.12,0,1,1000.0,1000.0,1000.0,0,0,0,0,south_america
472,Brazil,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17,0.11,0,4,950.0,950.0,950.0,0,0,0,0,south_america
473,Guatemala,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,83.17,0.0,0,10,1402.08,1402.08,1402.08,0,0,0,1,central_america_carib
474,Brazil,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17,0.12,0,3,1000.0,1000.0,1000.0,0,0,1,0,south_america
478,Colombia,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,83.08,0.0,0,4,1799.0,1799.0,1799.0,0,0,0,1,south_america
480,Brazil,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.08,0.11,0,2,905.0,905.0,905.0,0,1,0,0,south_america
481,Brazil,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,83.08,0.0,0,3,1.0,1.0,1.0,0,0,0,0,south_america
482,Taiwan,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,0.0,0,0,700.0,800.0,750.0,0,0,0,0,asia
484,Brazil,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,83.08,0.0,0,1,1200.0,1200.0,1200.0,0,0,0,1,south_america
485,Costa Rica,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,3,1200.0,1400.0,1300.0,0,0,0,1,central_america_carib
487,Taiwan,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,0,0,1300.0,1300.0,1300.0,1,0,0,0,asia
489,Mexico,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,83.08,0.1,0,1,1400.0,1400.0,1400.0,0,0,0,1,north_america
496,Brazil,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,83.0,0.0,0,4,890.0,890.0,890.0,0,0,0,0,south_america
497,Brazil,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,83.0,0.11,0,5,894.0,894.0,894.0,0,0,0,0,south_america
498,Brazil,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,0.11,0,3,872.0,872.0,872.0,0,0,0,0,south_america
499,Uganda,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.0,0.12,0,6,1473.0,1473.0,1473.0,0,0,0,1,africa
500,Uganda,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.0,0.12,0,8,1645.0,1645.0,1645.0,0,0,0,0,africa
503,Vietnam,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,83.0,0.0,0,0,1550.0,1550.0,1550.0,1,0,0,0,southeast_asia
504,Guatemala,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,83.0,0.11,0,3,1300.0,1800.0,1550.0,0,0,0,1,central_america_carib
505,Guatemala,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,83.0,0.11,0,2,1371.6,1371.6,1371.6,0,0,0,1,central_america_carib
506,Guatemala,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,83.0,0.11,0,2,1500.0,1500.0,1500.0,0,0,0,1,central_america_carib
507,Brazil,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,7.58,83.0,0.0,0,0,900.0,1100.0,1000.0,0,0,0,0,south_america
508,Taiwan,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,83.0,0.08,0,0,1200.0,1200.0,1200.0,0,0,0,1,asia
509,Uganda,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.0,0.12,0,0,1800.0,1800.0,1800.0,0,0,0,1,africa
510,United States (Puerto Rico),7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,7.42,83.0,0.0,0,0,853.44,853.44,853.44,0,0,0,1,central_america_carib
511,Guatemala,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,7.42,83.0,0.1,1,0,1500.0,1500.0,1500.0,0,0,0,1,central_america_carib
512,Costa Rica,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0,0.11,0,3,1100.0,1300.0,1200.0,0,0,0,1,central_america_carib
513,Brazil,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,83.0,0.12,0,4,1250.0,1250.0,1250.0,0,0,1,0,south_america
514,Colombia,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,83.0,0.11,1,1,1600.0,1950.0,1775.0,0,0,0,1,south_america
515,Colombia,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,7.58,83.0,0.0,0,0,1750.0,1750.0,1750.0,0,0,0,1,south_america
516,Colombia,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,7.5,83.0,0.11,0,1,1000.0,1000.0,1000.0,0,0,0,0,south_america
517,Colombia,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,0.0,0,2,1000.0,1000.0,1000.0,0,0,0,0,south_america
518,Colombia,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,83.0,0.11,1,2,1600.0,1950.0,1775.0,0,0,0,1,south_america
519,Mexico,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.0,0.11,0,20,750.0,750.0,750.0,0,0,0,1,north_america
520,Mexico,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,7.83,83.0,0.11,0,7,1200.0,1200.0,1200.0,0,0,1,0,north_america
521,Mexico,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,83.0,0.11,5,8,1200.0,1200.0,1200.0,0,0,0,1,north_america
523,Colombia,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,7.58,83.0,0.0,0,4,1500.0,1750.0,1625.0,0,0,0,1,south_america
524,Colombia,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,7.5,83.0,0.11,0,0,1750.0,1750.0,1750.0,0,0,0,1,south_america
525,Guatemala,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,7.33,83.0,0.1,0,2,1371.6,1371.6,1371.6,0,0,0,1,central_america_carib
526,Colombia,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,7.5,83.0,0.12,0,0,1600.0,1950.0,1775.0,0,0,0,1,south_america
534,Brazil,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.92,0.0,0,0,890.0,890.0,890.0,0,0,0,0,south_america
